interaction_id,date,agent,channel,country,contact_reason,resolution,aht_seconds,csat,satisfaction,week,csat_positive,dsat
INT-0840,2026-07-16,Agent 006,Call,Spain,Refund Request,Partially Resolved,606,2,Dissatisfied,29,0,1
INT-0599,2026-07-16,Agent 014,Chat,Spain,Order Cancellation,Resolved,402,3,Neutral,29,0,0
INT-0994,2026-07-16,Agent 001,Call,Spain,Order Cancellation,Partially Resolved,678,3,Neutral,29,0,0
INT-0987,2026-07-16,Agent 019,Chat,Spain,Missing Items,Resolved,472,2,Dissatisfied,29,0,1
INT-0422,2026-07-16,Agent 010,Chat,Spain,Order Cancellation,Resolved,412,5,Satisfied,29,1,0
INT-0387,2026-07-16,Agent 015,Call,Portugal,Order Cancellation,Resolved,412,4,Satisfied,29,1,0
INT-0514,2026-07-16,Agent 006,Chat,Spain,Payment Issue,Not Resolved,659,3,Neutral,29,0,0
INT-0482,2026-07-16,Agent 015,Chat,Italy,Refund Request,Not Resolved,788,2,Dissatisfied,29,0,1
INT-0773,2026-07-16,Agent 017,Call,Spain,Late Delivery,Not Resolved,765,2,Dissatisfied,29,0,1
INT-0241,2026-07-16,Agent 011,Email,Spain,Late Delivery,Partially Resolved,560,3,Neutral,29,0,0
INT-0101,2026-07-16,Agent 017,Chat,Italy,Late Delivery,Not Resolved,578,2,Dissatisfied,29,0,1
INT-0486,2026-07-17,Agent 014,Chat,Spain,Late Delivery,Partially Resolved,710,2,Dissatisfied,29,0,1
INT-0313,2026-07-17,Agent 018,Chat,Spain,Order Cancellation,Resolved,567,3,Neutral,29,0,0
INT-0115,2026-07-17,Agent 001,Call,Spain,Order Status,Resolved,454,3,Neutral,29,0,0
INT-0727,2026-07-17,Agent 012,Chat,Spain,Order Status,Resolved,279,4,Satisfied,29,1,0
INT-0557,2026-07-17,Agent 019,Chat,Spain,Delivery Instructions,Partially Resolved,309,5,Satisfied,29,1,0
INT-0337,2026-07-17,Agent 010,Chat,Spain,Missing Items,Resolved,572,4,Satisfied,29,1,0
INT-0092,2026-07-17,Agent 014,Call,Spain,Refund Request,Resolved,633,4,Satisfied,29,1,0
INT-0789,2026-07-17,Agent 019,Chat,Spain,Late Delivery,Resolved,421,4,Satisfied,29,1,0
INT-0899,2026-07-17,Agent 009,Chat,Spain,Promotion Issue,Partially Resolved,156,3,Neutral,29,0,0
INT-0838,2026-07-17,Agent 018,Chat,Spain,Late Delivery,Partially Resolved,516,4,Satisfied,29,1,0
INT-0874,2026-07-17,Agent 001,Chat,Italy,Refund Request,Resolved,365,5,Satisfied,29,1,0
INT-0677,2026-07-17,Agent 008,Chat,Spain,Delivery Instructions,Resolved,536,4,Satisfied,29,1,0
INT-0872,2026-07-17,Agent 013,Chat,Spain,Wrong Order,Resolved,601,4,Satisfied,29,1,0
INT-0183,2026-07-17,Agent 010,Email,Spain,Delivery Instructions,Resolved,199,3,Neutral,29,0,0
INT-0959,2026-07-17,Agent 012,Call,Italy,Late Delivery,Resolved,629,5,Satisfied,29,1,0
INT-0801,2026-07-17,Agent 013,Chat,Spain,Order Cancellation,Partially Resolved,531,3,Neutral,29,0,0
INT-0036,2026-07-17,Agent 010,Chat,Spain,Delivery Instructions,Resolved,335,3,Neutral,29,0,0
INT-0974,2026-07-18,Agent 011,Chat,Spain,Account Issue,Resolved,473,3,Neutral,29,0,0
INT-0150,2026-07-18,Agent 014,Chat,Italy,Delivery Instructions,Resolved,400,5,Satisfied,29,1,0
INT-0665,2026-07-18,Agent 010,Chat,Portugal,Promotion Issue,Partially Resolved,438,3,Neutral,29,0,0
INT-0956,2026-07-18,Agent 012,Chat,Spain,Promotion Issue,Partially Resolved,310,4,Satisfied,29,1,0
INT-0873,2026-07-18,Agent 015,Chat,Spain,Late Delivery,Partially Resolved,575,3,Neutral,29,0,0
INT-0145,2026-07-18,Agent 018,Call,Portugal,Order Status,Resolved,451,3,Neutral,29,0,0
INT-0142,2026-07-18,Agent 006,Chat,Spain,Account Issue,Resolved,398,3,Neutral,29,0,0
INT-0172,2026-07-18,Agent 009,Chat,Portugal,Order Status,Resolved,256,4,Satisfied,29,1,0
INT-0461,2026-07-18,Agent 017,Chat,Portugal,Account Issue,Resolved,288,5,Satisfied,29,1,0
INT-0110,2026-07-18,Agent 018,Chat,Spain,Refund Request,Partially Resolved,461,3,Neutral,29,0,0
INT-0235,2026-07-18,Agent 003,Call,Italy,Account Issue,Resolved,504,4,Satisfied,29,1,0
INT-0656,2026-07-18,Agent 005,Chat,Italy,Refund Request,Resolved,817,4,Satisfied,29,1,0
INT-0690,2026-07-18,Agent 006,Chat,Portugal,Delivery Instructions,Resolved,417,4,Satisfied,29,1,0
INT-0003,2026-07-18,Agent 013,Chat,Portugal,Wrong Order,Resolved,622,5,Satisfied,29,1,0
INT-0405,2026-07-18,Agent 009,Chat,Portugal,Refund Request,Resolved,634,4,Satisfied,29,1,0
INT-0219,2026-07-18,Agent 005,Call,Spain,Late Delivery,Resolved,676,3,Neutral,29,0,0
INT-0559,2026-07-18,Agent 013,Chat,Spain,Order Cancellation,Resolved,702,2,Dissatisfied,29,0,1
INT-0537,2026-07-18,Agent 019,Call,Spain,Order Status,Resolved,212,5,Satisfied,29,1,0
INT-0795,2026-07-18,Agent 018,Chat,Italy,Payment Issue,Resolved,807,5,Satisfied,29,1,0
INT-0754,2026-07-18,Agent 013,Chat,Spain,Refund Request,Resolved,715,5,Satisfied,29,1,0
INT-0904,2026-07-18,Agent 002,Chat,Italy,Wrong Order,Resolved,481,4,Satisfied,29,1,0
INT-0580,2026-07-19,Agent 011,Call,Spain,Refund Request,Resolved,550,3,Neutral,29,0,0
INT-0494,2026-07-19,Agent 012,Chat,Spain,Order Cancellation,Not Resolved,257,2,Dissatisfied,29,0,1
INT-0030,2026-07-19,Agent 011,Chat,Spain,Order Status,Resolved,368,3,Neutral,29,0,0
INT-0069,2026-07-19,Agent 009,Chat,Spain,Payment Issue,Resolved,284,4,Satisfied,29,1,0
INT-0447,2026-07-19,Agent 004,Call,Spain,Late Delivery,Resolved,348,5,Satisfied,29,1,0
INT-0334,2026-07-19,Agent 001,Chat,Spain,Missing Items,Partially Resolved,854,3,Neutral,29,0,0
INT-0760,2026-07-19,Agent 019,Call,Spain,Account Issue,Resolved,438,4,Satisfied,29,1,0
INT-0929,2026-07-19,Agent 018,Chat,Spain,Late Delivery,Partially Resolved,590,3,Neutral,29,0,0
INT-0516,2026-07-19,Agent 002,Email,Portugal,Order Status,Resolved,247,4,Satisfied,29,1,0
INT-0450,2026-07-19,Agent 020,Chat,Spain,Missing Items,Resolved,418,3,Neutral,29,0,0
INT-0287,2026-07-19,Agent 008,Chat,Spain,Payment Issue,Resolved,544,5,Satisfied,29,1,0
INT-0796,2026-07-19,Agent 015,Chat,Spain,Order Cancellation,Resolved,512,3,Neutral,29,0,0
INT-0019,2026-07-19,Agent 019,Chat,Spain,Payment Issue,Resolved,805,3,Neutral,29,0,0
INT-0097,2026-07-19,Agent 010,Chat,Spain,Order Status,Resolved,260,5,Satisfied,29,1,0
INT-0826,2026-07-19,Agent 017,Chat,Portugal,Refund Request,Resolved,913,3,Neutral,29,0,0
INT-0622,2026-07-19,Agent 005,Call,Spain,Refund Request,Resolved,848,4,Satisfied,29,1,0
INT-0277,2026-07-19,Agent 019,Email,Italy,Late Delivery,Not Resolved,538,2,Dissatisfied,29,0,1
INT-0766,2026-07-19,Agent 007,Chat,Spain,Promotion Issue,Resolved,533,5,Satisfied,29,1,0
INT-0763,2026-07-19,Agent 006,Chat,Portugal,Promotion Issue,Resolved,568,3,Neutral,29,0,0
INT-0247,2026-07-19,Agent 005,Chat,Spain,Missing Items,Partially Resolved,340,3,Neutral,29,0,0
INT-0591,2026-07-20,Agent 008,Chat,Spain,Wrong Order,Resolved,595,3,Neutral,30,0,0
INT-0249,2026-07-20,Agent 005,Chat,Italy,Missing Items,Resolved,767,4,Satisfied,30,1,0
INT-0935,2026-07-20,Agent 017,Chat,Italy,Late Delivery,Resolved,493,5,Satisfied,30,1,0
INT-0730,2026-07-20,Agent 017,Chat,Italy,Delivery Instructions,Not Resolved,346,2,Dissatisfied,30,0,1
INT-0102,2026-07-20,Agent 020,Chat,Spain,Late Delivery,Resolved,598,4,Satisfied,30,1,0
INT-0032,2026-07-20,Agent 020,Chat,Spain,Account Issue,Resolved,376,5,Satisfied,30,1,0
INT-0861,2026-07-20,Agent 010,Chat,Spain,Payment Issue,Resolved,554,5,Satisfied,30,1,0
INT-0311,2026-07-20,Agent 006,Chat,Italy,Order Status,Partially Resolved,436,5,Satisfied,30,1,0
INT-0435,2026-07-20,Agent 008,Call,Spain,Refund Request,Resolved,826,4,Satisfied,30,1,0
INT-0630,2026-07-20,Agent 006,Chat,Spain,Payment Issue,Partially Resolved,414,4,Satisfied,30,1,0
INT-0316,2026-07-20,Agent 004,Chat,Italy,Promotion Issue,Resolved,354,4,Satisfied,30,1,0
INT-0361,2026-07-20,Agent 011,Call,Spain,Order Cancellation,Resolved,546,4,Satisfied,30,1,0
INT-0023,2026-07-20,Agent 003,Call,Italy,Order Status,Partially Resolved,408,4,Satisfied,30,1,0
INT-0506,2026-07-20,Agent 017,Chat,Portugal,Missing Items,Resolved,455,5,Satisfied,30,1,0
INT-0245,2026-07-20,Agent 012,Call,Spain,Delivery Instructions,Resolved,458,3,Neutral,30,0,0
INT-0154,2026-07-20,Agent 017,Chat,Italy,Delivery Instructions,Not Resolved,337,3,Neutral,30,0,0
INT-0380,2026-07-20,Agent 012,Call,Spain,Wrong Order,Resolved,556,2,Dissatisfied,30,0,1
INT-0378,2026-07-20,Agent 017,Chat,Spain,Account Issue,Resolved,213,4,Satisfied,30,1,0
INT-0954,2026-07-20,Agent 001,Chat,Spain,Payment Issue,Resolved,599,4,Satisfied,30,1,0
INT-0563,2026-07-21,Agent 002,Chat,Spain,Refund Request,Resolved,460,3,Neutral,30,0,0
INT-0561,2026-07-21,Agent 020,Chat,Italy,Refund Request,Resolved,621,4,Satisfied,30,1,0
INT-0363,2026-07-21,Agent 006,Chat,Spain,Refund Request,Resolved,962,2,Dissatisfied,30,0,1
INT-0713,2026-07-21,Agent 013,Call,Spain,Account Issue,Resolved,479,4,Satisfied,30,1,0
INT-0615,2026-07-21,Agent 002,Call,Spain,Missing Items,Resolved,732,5,Satisfied,30,1,0
INT-0352,2026-07-21,Agent 002,Call,Spain,Wrong Order,Resolved,349,5,Satisfied,30,1,0
INT-1000,2026-07-21,Agent 005,Chat,Spain,Payment Issue,Resolved,560,3,Neutral,30,0,0
INT-0076,2026-07-21,Agent 001,Call,Spain,Refund Request,Resolved,434,4,Satisfied,30,1,0
INT-0164,2026-07-21,Agent 004,Call,Spain,Wrong Order,Partially Resolved,671,4,Satisfied,30,1,0
INT-0148,2026-07-21,Agent 014,Chat,Spain,Payment Issue,Resolved,683,4,Satisfied,30,1,0
INT-0812,2026-07-21,Agent 002,Email,Spain,Late Delivery,Resolved,312,4,Satisfied,30,1,0
INT-0231,2026-07-21,Agent 015,Chat,Spain,Refund Request,Resolved,705,4,Satisfied,30,1,0
INT-0136,2026-07-21,Agent 011,Chat,Spain,Refund Request,Partially Resolved,485,2,Dissatisfied,30,0,1
INT-0900,2026-07-21,Agent 010,Call,Spain,Order Status,Not Resolved,263,3,Neutral,30,0,0
INT-0147,2026-07-21,Agent 009,Chat,Spain,Payment Issue,Resolved,703,4,Satisfied,30,1,0
INT-0917,2026-07-21,Agent 015,Chat,Spain,Missing Items,Resolved,647,5,Satisfied,30,1,0
INT-0939,2026-07-22,Agent 006,Call,Spain,Payment Issue,Resolved,814,4,Satisfied,30,1,0
INT-0376,2026-07-22,Agent 015,Chat,Portugal,Missing Items,Resolved,579,4,Satisfied,30,1,0
INT-0780,2026-07-22,Agent 006,Call,Italy,Refund Request,Resolved,1068,5,Satisfied,30,1,0
INT-0464,2026-07-22,Agent 020,Chat,Spain,Wrong Order,Resolved,367,4,Satisfied,30,1,0
INT-0847,2026-07-22,Agent 013,Call,Portugal,Refund Request,Partially Resolved,1162,2,Dissatisfied,30,0,1
INT-0264,2026-07-22,Agent 006,Call,Spain,Missing Items,Resolved,305,4,Satisfied,30,1,0
INT-0809,2026-07-22,Agent 017,Chat,Spain,Refund Request,Partially Resolved,689,2,Dissatisfied,30,0,1
INT-0827,2026-07-22,Agent 011,Chat,Portugal,Order Status,Resolved,414,5,Satisfied,30,1,0
INT-0285,2026-07-22,Agent 018,Chat,Spain,Late Delivery,Resolved,349,3,Neutral,30,0,0
INT-0970,2026-07-22,Agent 020,Chat,Italy,Promotion Issue,Resolved,402,4,Satisfied,30,1,0
INT-0628,2026-07-22,Agent 012,Chat,Spain,Order Cancellation,Resolved,414,5,Satisfied,30,1,0
INT-0340,2026-07-22,Agent 016,Chat,Spain,Promotion Issue,Resolved,568,5,Satisfied,30,1,0
INT-0746,2026-07-22,Agent 009,Call,Spain,Refund Request,Partially Resolved,714,2,Dissatisfied,30,0,1
INT-0584,2026-07-22,Agent 016,Chat,Spain,Order Cancellation,Partially Resolved,596,3,Neutral,30,0,0
INT-0321,2026-07-22,Agent 002,Email,Spain,Order Cancellation,Not Resolved,377,2,Dissatisfied,30,0,1
INT-0175,2026-07-22,Agent 005,Chat,Spain,Account Issue,Not Resolved,513,3,Neutral,30,0,0
INT-0587,2026-07-22,Agent 001,Call,Spain,Missing Items,Resolved,493,4,Satisfied,30,1,0
INT-0367,2026-07-23,Agent 002,Chat,Spain,Late Delivery,Resolved,567,2,Dissatisfied,30,0,1
INT-0693,2026-07-23,Agent 007,Chat,Portugal,Payment Issue,Resolved,634,5,Satisfied,30,1,0
INT-0162,2026-07-23,Agent 014,Chat,Spain,Promotion Issue,Resolved,577,5,Satisfied,30,1,0
INT-0684,2026-07-23,Agent 015,Chat,Spain,Order Status,Resolved,360,4,Satisfied,30,1,0
INT-0004,2026-07-23,Agent 010,Email,Spain,Payment Issue,Partially Resolved,481,3,Neutral,30,0,0
INT-0230,2026-07-23,Agent 020,Call,Spain,Payment Issue,Resolved,463,5,Satisfied,30,1,0
INT-0673,2026-07-23,Agent 006,Call,Spain,Order Status,Resolved,501,5,Satisfied,30,1,0
INT-0940,2026-07-23,Agent 005,Chat,Spain,Wrong Order,Resolved,607,5,Satisfied,30,1,0
INT-0274,2026-07-23,Agent 001,Chat,Spain,Payment Issue,Resolved,696,4,Satisfied,30,1,0
INT-0130,2026-07-23,Agent 020,Call,Spain,Missing Items,Not Resolved,631,1,Dissatisfied,30,0,1
INT-0459,2026-07-23,Agent 002,Chat,Spain,Delivery Instructions,Resolved,346,4,Satisfied,30,1,0
INT-0835,2026-07-23,Agent 010,Chat,Spain,Refund Request,Partially Resolved,700,1,Dissatisfied,30,0,1
INT-0889,2026-07-23,Agent 017,Chat,Spain,Account Issue,Resolved,424,5,Satisfied,30,1,0
INT-0953,2026-07-23,Agent 009,Call,Spain,Delivery Instructions,Partially Resolved,143,3,Neutral,30,0,0
INT-0536,2026-07-23,Agent 010,Email,Spain,Account Issue,Partially Resolved,371,4,Satisfied,30,1,0
INT-0369,2026-07-23,Agent 009,Call,Italy,Account Issue,Not Resolved,594,1,Dissatisfied,30,0,1
INT-0196,2026-07-23,Agent 009,Chat,Spain,Promotion Issue,Partially Resolved,524,3,Neutral,30,0,0
INT-0468,2026-07-23,Agent 016,Chat,Spain,Missing Items,Resolved,810,5,Satisfied,30,1,0
INT-0347,2026-07-24,Agent 020,Call,Spain,Promotion Issue,Resolved,603,4,Satisfied,30,1,0
INT-0431,2026-07-24,Agent 005,Chat,Italy,Delivery Instructions,Resolved,462,4,Satisfied,30,1,0
INT-0853,2026-07-24,Agent 016,Call,Spain,Wrong Order,Partially Resolved,871,5,Satisfied,30,1,0
INT-0171,2026-07-24,Agent 017,Chat,Spain,Delivery Instructions,Resolved,267,4,Satisfied,30,1,0
INT-0640,2026-07-24,Agent 016,Chat,Spain,Wrong Order,Resolved,503,5,Satisfied,30,1,0
INT-0113,2026-07-24,Agent 001,Chat,Spain,Payment Issue,Resolved,683,2,Dissatisfied,30,0,1
INT-0125,2026-07-24,Agent 009,Chat,Spain,Account Issue,Resolved,447,5,Satisfied,30,1,0
INT-0251,2026-07-24,Agent 002,Chat,Italy,Payment Issue,Resolved,392,3,Neutral,30,0,0
INT-0546,2026-07-24,Agent 015,Call,Spain,Missing Items,Resolved,523,4,Satisfied,30,1,0
INT-0497,2026-07-24,Agent 001,Chat,Spain,Missing Items,Resolved,642,5,Satisfied,30,1,0
INT-0375,2026-07-24,Agent 004,Chat,Spain,Order Cancellation,Resolved,364,5,Satisfied,30,1,0
INT-0986,2026-07-24,Agent 003,Call,Spain,Missing Items,Resolved,583,5,Satisfied,30,1,0
INT-0806,2026-07-24,Agent 008,Email,Portugal,Order Cancellation,Resolved,469,4,Satisfied,30,1,0
INT-0701,2026-07-24,Agent 002,Call,Spain,Payment Issue,Resolved,653,3,Neutral,30,0,0
INT-0271,2026-07-24,Agent 002,Chat,Portugal,Late Delivery,Resolved,325,3,Neutral,30,0,0
INT-0427,2026-07-25,Agent 016,Call,Spain,Late Delivery,Partially Resolved,180,4,Satisfied,30,1,0
INT-0891,2026-07-25,Agent 016,Call,Spain,Order Status,Resolved,494,5,Satisfied,30,1,0
INT-0216,2026-07-25,Agent 006,Chat,Spain,Refund Request,Resolved,394,5,Satisfied,30,1,0
INT-0068,2026-07-25,Agent 013,Chat,Spain,Order Status,Resolved,456,5,Satisfied,30,1,0
INT-0430,2026-07-25,Agent 006,Chat,Portugal,Missing Items,Resolved,387,4,Satisfied,30,1,0
INT-0091,2026-07-25,Agent 017,Call,Spain,Missing Items,Partially Resolved,664,2,Dissatisfied,30,0,1
INT-0601,2026-07-25,Agent 016,Chat,Spain,Order Cancellation,Resolved,353,5,Satisfied,30,1,0
INT-0377,2026-07-25,Agent 015,Call,Spain,Delivery Instructions,Resolved,761,5,Satisfied,30,1,0
INT-0683,2026-07-25,Agent 019,Chat,Spain,Wrong Order,Resolved,607,4,Satisfied,30,1,0
INT-0242,2026-07-25,Agent 008,Email,Spain,Late Delivery,Not Resolved,504,4,Satisfied,30,1,0
INT-0983,2026-07-26,Agent 015,Email,Spain,Refund Request,Not Resolved,466,3,Neutral,30,0,0
INT-0757,2026-07-26,Agent 008,Call,Portugal,Payment Issue,Resolved,428,4,Satisfied,30,1,0
INT-0207,2026-07-26,Agent 009,Email,Italy,Late Delivery,Resolved,569,5,Satisfied,30,1,0
INT-0721,2026-07-26,Agent 012,Chat,Spain,Wrong Order,Resolved,267,3,Neutral,30,0,0
INT-0595,2026-07-26,Agent 015,Chat,Spain,Order Status,Resolved,291,5,Satisfied,30,1,0
INT-0556,2026-07-26,Agent 011,Call,Spain,Wrong Order,Resolved,644,4,Satisfied,30,1,0
INT-0302,2026-07-26,Agent 008,Chat,Spain,Refund Request,Resolved,531,4,Satisfied,30,1,0
INT-0012,2026-07-26,Agent 017,Chat,Spain,Delivery Instructions,Resolved,447,4,Satisfied,30,1,0
INT-0106,2026-07-26,Agent 009,Chat,Portugal,Late Delivery,Resolved,473,3,Neutral,30,0,0
INT-0813,2026-07-26,Agent 019,Call,Spain,Account Issue,Resolved,478,5,Satisfied,30,1,0
INT-0116,2026-07-26,Agent 011,Call,Spain,Promotion Issue,Partially Resolved,518,3,Neutral,30,0,0
INT-0066,2026-07-26,Agent 012,Chat,Spain,Delivery Instructions,Not Resolved,468,2,Dissatisfied,30,0,1
INT-0246,2026-07-26,Agent 019,Chat,Spain,Order Status,Resolved,311,4,Satisfied,30,1,0
INT-0122,2026-07-26,Agent 011,Chat,Portugal,Refund Request,Partially Resolved,331,3,Neutral,30,0,0
INT-0590,2026-07-26,Agent 019,Chat,Spain,Order Cancellation,Resolved,565,4,Satisfied,30,1,0
INT-0386,2026-07-26,Agent 001,Call,Spain,Order Status,Resolved,327,4,Satisfied,30,1,0
INT-0410,2026-07-26,Agent 001,Chat,Italy,Order Status,Resolved,427,3,Neutral,30,0,0
INT-0662,2026-07-26,Agent 010,Chat,Spain,Order Status,Resolved,299,5,Satisfied,30,1,0
INT-0605,2026-07-27,Agent 006,Email,Portugal,Wrong Order,Not Resolved,548,2,Dissatisfied,31,0,1
INT-0544,2026-07-27,Agent 013,Chat,Spain,Refund Request,Resolved,502,4,Satisfied,31,1,0
INT-0902,2026-07-27,Agent 019,Chat,Spain,Missing Items,Resolved,592,3,Neutral,31,0,0
INT-0082,2026-07-27,Agent 019,Chat,Spain,Late Delivery,Partially Resolved,537,3,Neutral,31,0,0
INT-0084,2026-07-27,Agent 007,Chat,Spain,Payment Issue,Not Resolved,566,3,Neutral,31,0,0
INT-0189,2026-07-27,Agent 016,Chat,Spain,Late Delivery,Resolved,603,4,Satisfied,31,1,0
INT-0228,2026-07-27,Agent 005,Email,Spain,Refund Request,Resolved,544,3,Neutral,31,0,0
INT-0919,2026-07-27,Agent 007,Chat,Portugal,Order Cancellation,Resolved,489,5,Satisfied,31,1,0
INT-0570,2026-07-27,Agent 012,Chat,Spain,Delivery Instructions,Not Resolved,472,2,Dissatisfied,31,0,1
INT-0039,2026-07-27,Agent 012,Chat,Spain,Order Status,Resolved,336,4,Satisfied,31,1,0
INT-0518,2026-07-27,Agent 018,Call,Spain,Order Status,Resolved,282,5,Satisfied,31,1,0
INT-0487,2026-07-27,Agent 017,Chat,Spain,Order Status,Partially Resolved,277,4,Satisfied,31,1,0
INT-0566,2026-07-27,Agent 005,Call,Spain,Wrong Order,Resolved,423,3,Neutral,31,0,0
INT-0666,2026-07-27,Agent 008,Chat,Spain,Missing Items,Partially Resolved,203,4,Satisfied,31,1,0
INT-0213,2026-07-27,Agent 014,Call,Spain,Wrong Order,Resolved,1031,5,Satisfied,31,1,0
INT-0688,2026-07-27,Agent 003,Chat,Portugal,Wrong Order,Resolved,419,4,Satisfied,31,1,0
INT-0193,2026-07-27,Agent 014,Call,Spain,Refund Request,Resolved,676,3,Neutral,31,0,0
INT-0475,2026-07-28,Agent 014,Call,Portugal,Payment Issue,Resolved,745,4,Satisfied,31,1,0
INT-0620,2026-07-28,Agent 003,Email,Spain,Delivery Instructions,Resolved,322,4,Satisfied,31,1,0
INT-0488,2026-07-28,Agent 007,Email,Spain,Order Cancellation,Resolved,344,3,Neutral,31,0,0
INT-0941,2026-07-28,Agent 006,Chat,Spain,Missing Items,Resolved,530,5,Satisfied,31,1,0
INT-0663,2026-07-28,Agent 007,Chat,Spain,Order Cancellation,Resolved,574,5,Satisfied,31,1,0
INT-0248,2026-07-28,Agent 015,Chat,Spain,Late Delivery,Resolved,282,3,Neutral,31,0,0
INT-0256,2026-07-28,Agent 013,Chat,Spain,Refund Request,Resolved,790,5,Satisfied,31,1,0
INT-0687,2026-07-28,Agent 009,Chat,Spain,Order Status,Resolved,120,4,Satisfied,31,1,0
INT-0636,2026-07-28,Agent 010,Chat,Spain,Delivery Instructions,Partially Resolved,620,1,Dissatisfied,31,0,1
INT-0784,2026-07-28,Agent 014,Chat,Spain,Order Status,Resolved,231,4,Satisfied,31,1,0
INT-0581,2026-07-28,Agent 004,Chat,Spain,Order Status,Partially Resolved,451,3,Neutral,31,0,0
INT-0582,2026-07-28,Agent 006,Call,Spain,Payment Issue,Resolved,1058,4,Satisfied,31,1,0
INT-0222,2026-07-28,Agent 018,Call,Italy,Wrong Order,Not Resolved,338,1,Dissatisfied,31,0,1
INT-0668,2026-07-28,Agent 004,Chat,Spain,Payment Issue,Resolved,715,4,Satisfied,31,1,0
INT-0392,2026-07-28,Agent 014,Call,Italy,Late Delivery,Resolved,711,4,Satisfied,31,1,0
INT-0810,2026-07-28,Agent 017,Call,Spain,Order Status,Resolved,433,4,Satisfied,31,1,0
INT-0429,2026-07-28,Agent 005,Call,Spain,Refund Request,Resolved,921,5,Satisfied,31,1,0
INT-0837,2026-07-28,Agent 011,Chat,Spain,Late Delivery,Resolved,540,5,Satisfied,31,1,0
INT-0049,2026-07-28,Agent 016,Chat,Portugal,Account Issue,Partially Resolved,289,5,Satisfied,31,1,0
INT-0362,2026-07-28,Agent 004,Chat,Spain,Payment Issue,Resolved,623,5,Satisfied,31,1,0
INT-0854,2026-07-28,Agent 017,Call,Portugal,Order Status,Resolved,280,4,Satisfied,31,1,0
INT-0323,2026-07-28,Agent 016,Call,Portugal,Wrong Order,Resolved,411,3,Neutral,31,0,0
INT-0735,2026-07-28,Agent 014,Chat,Spain,Order Status,Resolved,362,4,Satisfied,31,1,0
INT-0834,2026-07-28,Agent 004,Chat,Spain,Order Status,Resolved,419,5,Satisfied,31,1,0
INT-0769,2026-07-29,Agent 003,Call,Spain,Refund Request,Resolved,1028,3,Neutral,31,0,0
INT-0708,2026-07-29,Agent 001,Call,Portugal,Payment Issue,Not Resolved,525,4,Satisfied,31,1,0
INT-0365,2026-07-29,Agent 014,Call,Italy,Order Cancellation,Resolved,509,5,Satisfied,31,1,0
INT-0086,2026-07-29,Agent 018,Email,Spain,Missing Items,Not Resolved,175,2,Dissatisfied,31,0,1
INT-0296,2026-07-29,Agent 004,Chat,Spain,Refund Request,Resolved,637,4,Satisfied,31,1,0
INT-0020,2026-07-29,Agent 016,Call,Spain,Payment Issue,Not Resolved,640,1,Dissatisfied,31,0,1
INT-0286,2026-07-29,Agent 003,Chat,Spain,Order Status,Resolved,293,5,Satisfied,31,1,0
INT-0776,2026-07-29,Agent 003,Call,Spain,Order Status,Partially Resolved,446,4,Satisfied,31,1,0
INT-0170,2026-07-29,Agent 004,Chat,Spain,Wrong Order,Not Resolved,570,1,Dissatisfied,31,0,1
INT-0024,2026-07-29,Agent 017,Chat,Spain,Refund Request,Resolved,507,3,Neutral,31,0,0
INT-0128,2026-07-29,Agent 006,Chat,Spain,Refund Request,Resolved,411,3,Neutral,31,0,0
INT-0498,2026-07-29,Agent 006,Chat,Italy,Missing Items,Partially Resolved,885,3,Neutral,31,0,0
INT-0202,2026-07-29,Agent 010,Call,Spain,Order Cancellation,Resolved,754,2,Dissatisfied,31,0,1
INT-0884,2026-07-29,Agent 019,Chat,Spain,Order Status,Resolved,279,3,Neutral,31,0,0
INT-0446,2026-07-29,Agent 020,Call,Spain,Order Status,Resolved,413,5,Satisfied,31,1,0
INT-0858,2026-07-29,Agent 008,Chat,Spain,Wrong Order,Not Resolved,523,1,Dissatisfied,31,0,1
INT-0255,2026-07-29,Agent 014,Chat,Italy,Late Delivery,Resolved,539,5,Satisfied,31,1,0
INT-0927,2026-07-29,Agent 003,Call,Spain,Promotion Issue,Resolved,395,5,Satisfied,31,1,0
INT-0525,2026-07-30,Agent 001,Call,Spain,Order Cancellation,Resolved,640,4,Satisfied,31,1,0
INT-0958,2026-07-30,Agent 009,Chat,Spain,Missing Items,Partially Resolved,574,3,Neutral,31,0,0
INT-0510,2026-07-30,Agent 002,Chat,Spain,Late Delivery,Resolved,568,4,Satisfied,31,1,0
INT-0534,2026-07-30,Agent 007,Chat,Spain,Refund Request,Resolved,701,2,Dissatisfied,31,0,1
INT-0037,2026-07-30,Agent 012,Call,Spain,Refund Request,Resolved,1039,3,Neutral,31,0,0
INT-0008,2026-07-30,Agent 015,Chat,Portugal,Order Status,Partially Resolved,366,4,Satisfied,31,1,0
INT-0348,2026-07-30,Agent 009,Chat,Spain,Refund Request,Resolved,482,4,Satisfied,31,1,0
INT-0181,2026-07-30,Agent 003,Chat,Spain,Promotion Issue,Resolved,459,3,Neutral,31,0,0
INT-0223,2026-07-30,Agent 010,Chat,Spain,Late Delivery,Resolved,649,2,Dissatisfied,31,0,1
INT-0473,2026-07-30,Agent 006,Call,Spain,Payment Issue,Resolved,670,5,Satisfied,31,1,0
INT-0127,2026-07-30,Agent 016,Chat,Italy,Missing Items,Resolved,606,3,Neutral,31,0,0
